Inventaire,Item_Original,Latin_Standard,Categorie
"Johannes Cambarelli (Marseille, 1432)",Conserve capilli veneris,,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",Conserve nenufaris,Nymphaea,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Conserve acetose,,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Conserve acori,Acorus,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Conserve citri cum melle,Mel,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",III qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Conserve antos,,CONSERVA
"Johannes Cambarelli (Marseille, 1432)",III ℥,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Trifera saracenica,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Rubea trociscata,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aurea alexandrina,,ELECTUARIUM
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma tot,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",1 blank page,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",S[emen] mertilorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Stafizagrie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXXIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Amelas amaras,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Mostarda Sebeli,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XLVII ll. II [blanc],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Mel commun,,CONFITURE
"Johannes Cambarelli (Marseille, 1432)",II ll. gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Prunae,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Rubea ma[ior]is,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Regualis[ia],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Vinum malorum granatorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Papie de la man fin,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XIIII ramas ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",[ ___ ],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Papie scrich per gobols,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Amolas grandas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Amolas Mejanas e,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",En l'armari,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III mostardie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",e II pechie per tenir mostarde,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I orinal per botigua aseda,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I amola forada megiana,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Pos de Malhorca e de Tarascon XII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",cant de Malhorca,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Capbras per eiscirops,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Masapans grans,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXXXVIII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Masapans pench de gu[ill.],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXX pecas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Masapans de botigua,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",CVII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Masapans de confituras,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XLVII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ia boyseta de plom per tariaca,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I boyseta per me[tre] teriaca,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",de plon,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I boyseta per tenir saferan de pl,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I enbut per specias,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I guobel per medesinas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",balansias de botigua de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",balansias de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I balansias petitas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III pes,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II pes de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrt d’onsia,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",rup,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I pes de fere de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",la caneta,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",la basina,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",per obrar siera,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXV ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I basina per confir,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I basina per confir,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",pedesada,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI Fl. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ansa per gitar candela,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III borses de cresteri,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Item Ia oliera per olis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Item XVI olas per olis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Item III tamis per specias sen cubersel,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I fenel.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I tarabustel per candelas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II tornos per debanar coton,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I anborgol per las terres,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I despecter per botigua,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I canas per colar sucres,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",jara per clarea,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",[ ___ ___ ___ ].,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I molin per mostarda,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I emprenta dome de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I emprenta de caval de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",emprenta de meton de,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I baston per confir,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Enplastre ocy crocis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Emplastre dominarum,,EMPLASTRUM
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Apostolicon,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Diaculon,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum meliloti,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum antos,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum rosarum,Rosa,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum violarum,Viola,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum sanbuci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll. gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum sticades arabicorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum camomile,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Lunaria minorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll. ½ .,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum sticados citri,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum boraginis,Borago,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum buglosis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Gualas sclavonia,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Bacarum lauri,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll. gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sezes rojes,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Marti,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen juniperi,Juniperus,SEMEN
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sileri montani,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sumac,Sumac,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II [ll.] ½ I g.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Coliandres en grana,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ordi pelat,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Spongias,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Storacis calamite,Storax,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Galie muscate,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Indi golfi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Alite muscate III,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aspaltum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Verdet I,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Reupontic,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Elebori albi III,Helleborus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Amoniac,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Lapdanum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Xillobalsami I,Balsamum,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II dr.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aloe I,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI dr.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Corticis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrtn. I,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Turbith,Turbith,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Qubebarum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II dr.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Spice nardi,Nardus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Macis II dr.,Macis,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Diacartami,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Dianizon II,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Litargi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Scamonea I,Scammonia,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Gommi draganti,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Gommi arabici  III,Gummi_arabicum,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII colas per clarea,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I broc,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I banc per botigua an la tela davant.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I archibanc	an cayros,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",e II seralhas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II grans banc d'ariera botigua,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I curetel per tenir mostarde,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I barila per sabon mol,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII barilas de mel,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I barila per confit,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",taula de noguie gran per planar,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I petita taula per aplanari,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II planous,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I seucle per far torcha de fuste.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XVI cros de fere,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XXVI vergies de botigua.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Stopins de candelas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Siera laia,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II [ill.] ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I caisata per tenir argent,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gran mortier de metal,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XIII Fl. pesa I quintal,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I petit mortier,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I piston gran de fuste,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",gros ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII pistons de fere II grans e II petis pezon,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I fere per feretar torchas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gran seucle de fusta per,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",obrar de siera,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I marme per confit,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I alambic per far aigues,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I grant armary de botigua,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Una spatula de fere,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I paleta de fere per,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",cubrir la sere,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I antidotari,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II	bastons per aplanar,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",emplastres Soma,,EMPLASTRUM
"Johannes Cambarelli (Marseille, 1432)",An lo veyre,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua petro,,AQUA
"Johannes Cambarelli (Marseille, 1432)",XI ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Create ma[rine],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",X ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Quassie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sumax,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Mello,,CONFITURE
"Johannes Cambarelli (Marseille, 1432)",X ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua yris,,AQUA
"Johannes Cambarelli (Marseille, 1432)",VIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua serpentarie,,AQUA
"Johannes Cambarelli (Marseille, 1432)",X ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua sorbarum,,AQUA
"Johannes Cambarelli (Marseille, 1432)",XI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Fumoterre,Fumaria,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Mirtilorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Citoniorum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua lactusse,,AQUA
"Johannes Cambarelli (Marseille, 1432)",VII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua limonum,,AQUA
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Florum sanbuci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ysopi,Hyssopus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Salvie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Selidonie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua assetozitate citri,,AQUA
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua tamarici,,AQUA
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Scolopandrie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua assetoze,,AQUA
"Johannes Cambarelli (Marseille, 1432)",V ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua ruthe,Ruta,AQUA
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua arquacange,,AQUA
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",[aqua] de lilio,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Feniculi,Foeniculum,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Absinci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",A granatarum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ququrbi[te],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Menthe,Mentha,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Pimpinelle,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Rafani de[mestici],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VIII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ardente,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll. ½,,SIMPLE
